,Artist,Classification,BeginDate,EndDate,Ethnicity,Museum,Gender,SmallMuseum,Nationality,Race,Decade
4260,Hermann Huber,Print,1888.0,1967.0,Unknown,Museum of Modern Art,Male,No,Swiss,Unknown,1880.0
4262,Hermann Nitsch,Audio,1938.0,2022.0,Unknown,Museum of Contemporary Art,Male,No,Austrian,White,1930.0
4263,Hermann Pitz,Print,1956.0,0.0,Unknown,Museum of Modern Art,Male,No,German,Unknown,1950.0
4264,Hermann Steiner,Design,1913.0,0.0,Unknown,Museum of Modern Art,Unknown,No,Swiss,Unknown,1910.0
4268,Hermine David,Print,1886.0,1971.0,Unknown,Museum of Modern Art,Female,No,French,Unknown,1880.0
4269,Hermine Freed,Video,1940.0,1998.0,Unknown,Museum of Modern Art,Female,No,American,Unknown,1940.0
4270,Hernan Bas,Video,1978.0,0.0,Unknown,Museum of Fine Art Boston,Male,No,American,Unknown,1970.0
4271,Hernando Tejada,Print,1925.0,1998.0,Unknown,Museum of Modern Art,Male,No,Colombian,Unknown,1920.0
4272,Herry Perry,Design,1893.0,1962.0,Unknown,Museum of Modern Art,Female,No,British,Unknown,1890.0
4273,Hervé Guibert,Photograph,1955.0,1991.0,Unknown,Museum of Modern Art,Male,No,French,Unknown,1950.0
4275,Herwig Kempinger,Print,1957.0,0.0,Unknown,Museum of Modern Art,Male,No,Austrian,Unknown,1950.0
4276,Herzl Emanuel,Print,1914.0,2002.0,Unknown,Whitney Museum of American Art,Male,No,American,White,1910.0
4277,Hi Red Center,Illustrated Book,1963.0,1964.0,Unknown,Museum of Modern Art,Unknown,No,Unknown,Unknown,1960.0
4280,Hideo Haga,Photograph,1921.0,0.0,Unknown,Museum of Modern Art,Male,No,Japanese,Unknown,1920.0
4281,Hideo Kanbara,Design,1978.0,0.0,Unknown,Museum of Modern Art,Male,No,Japanese,Unknown,1970.0
4282,Hideo Yoshihara,Print,1931.0,2007.0,Unknown,Museum of Modern Art,Male,No,Japanese,Unknown,1930.0
4283,Hideoki Hagiwara,Photograph,1942.0,0.0,Unknown,Museum of Modern Art,Male,No,Japanese,Unknown,1940.0
4285,Higa Yoshiharu,Print,1938.0,0.0,Unknown,Museum of Modern Art,Male,No,Japanese,Unknown,1930.0
4286,Hil de Gard,Print,1964.0,0.0,Unknown,Museum of Modern Art,Male,No,Austrian,Unknown,1960.0
4287,Hilaire Hiler,Print,1898.0,1966.0,Unknown,Dallas Museum of Art,Male,No,American,White,1890.0
4288,Hilaire-Germain-Edgar Degas,Print,1834.0,1917.0,Unknown,Museum of Modern Art,Male,No,French,Unknown,1830.0
4289,Hilda Morris,Print,1911.0,1991.0,Unknown,Art Institute of Chicago,Female,No,American,White,1910.0
4290,Hilde Hubbuch,Photograph,1905.0,1971.0,Unknown,Museum of Modern Art,Female,No,German,Unknown,1900.0
4291,Hildegarde Haas,Print,1926.0,2002.0,Unknown,Museum of Modern Art,Female,No,American,Unknown,1920.0
4292,Hill Jephson Robb,Design,1970.0,0.0,Unknown,Museum of Modern Art,Male,No,Scottish,Unknown,1970.0
4293,Hilma af Klint,Drawing,1862.0,1944.0,Unknown,Museum of Modern Art,Female,No,Swedish,Unknown,1860.0
4294,Hipgnosis,Design,1968.0,0.0,Unknown,Museum of Modern Art,Unknown,No,British,Unknown,1960.0
4295,Hippolyte Bayard,Photograph,1801.0,1887.0,Unknown,Museum of Modern Art,Male,No,French,Unknown,1800.0
4296,Hippolyte Petitjean,Drawing,1854.0,1929.0,Unknown,Museum of Modern Art,Male,No,French,Unknown,1850.0
4297,Hiroaki Kozu,Design,1959.0,0.0,Unknown,Museum of Modern Art,Male,No,Japanese,Unknown,1950.0
4298,Hiroe Saeki,Drawing,1978.0,0.0,Unknown,Museum of Modern Art,Female,No,Japanese,Unknown,1970.0
4299,Hiroji Yamada,Photograph,1906.0,0.0,Unknown,Museum of Modern Art,Male,No,Japanese,Unknown,1900.0
4300,Hiroki Tsukuda,Drawing,1978.0,0.0,Unknown,Museum of Modern Art,Male,No,Japanese,Unknown,1970.0
4301,Hiromi Tsuchida,Photograph,1939.0,0.0,Unknown,Museum of Modern Art,Male,No,Japanese,Unknown,1930.0
4302,Hironori Terai,Video,1961.0,0.0,Unknown,Museum of Modern Art,Male,No,Japanese,Unknown,1960.0
4303,Hiroshi Hamaya,Photograph,1915.0,1999.0,Unknown,Museum of Modern Art,Male,No,Japanese,Unknown,1910.0
4305,Hiroshi Murata,Print,1941.0,0.0,Unknown,Museum of Modern Art,Male,No,Japanese,Unknown,1940.0
4306,Hiroshi Ohchi,Design,1908.0,1974.0,Unknown,Museum of Modern Art,Male,No,Japanese,Unknown,1900.0
4308,Hiroshi Sugimoto,Photograph,1948.0,0.0,Unknown,Yale University Art Gallery,Male,No,Japanese,Asian,1940.0
4310,Hiroyuki Tazawa,Design,1948.0,0.0,Unknown,Museum of Modern Art,Male,No,Japanese,Unknown,1940.0
4311,Hisae Imai,Photograph,1931.0,2009.0,Unknown,Museum of Modern Art,Female,No,Japanese,Unknown,1930.0
4312,Hisao Domoto,Painting,1928.0,2013.0,Unknown,Museum of Modern Art,Male,No,Japanese,Unknown,1920.0
4313,Hito Steyerl,Video,1966.0,0.0,Unknown,Museum of Modern Art,Female,No,German,Unknown,1960.0
4314,Hitoshi Nakazato,Print,1936.0,2010.0,Unknown,Museum of Modern Art,Male,No,Japanese,Unknown,1930.0
4315,Hitoshi Nomura,Video,1945.0,0.0,Unknown,Museum of Modern Art,Male,No,Japanese,Unknown,1940.0
4316,Hitoshi Takekiyo,Video,1967.0,0.0,Unknown,Museum of Modern Art,Male,No,Japanese,Unknown,1960.0
4317,Hobie Alter,Design,1933.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1930.0
4318,Hock E Aye Vi Edgar Heap of Birds,Print,1954.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1950.0
4319,Hodaka Yoshida,Print,1926.0,1995.0,Unknown,Museum of Modern Art,Female,No,Japanese,Unknown,1920.0
4320,Hoechst Trevira GmbH,Design,1946.0,0.0,Unknown,Museum of Modern Art,Unknown,No,German,Unknown,1940.0
4322,Holger Matthies,Design,1940.0,0.0,Unknown,Museum of Modern Art,Male,No,German,Unknown,1940.0
4323,Holger Nielsen,Design,1917.0,1992.0,Unknown,Museum of Modern Art,Male,No,Danish,Unknown,1910.0
4324,Hollis Frampton,Print,1936.0,1984.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1930.0
4325,Homer Page,Photograph,1918.0,1985.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1910.0
4326,Hong Hao,Photograph,1965.0,0.0,Unknown,Museum of Modern Art,Male,No,Chinese,Unknown,1960.0
4327,Hong Lei,Photograph,1960.0,0.0,Unknown,Museum of Modern Art,Male,No,Chinese,Unknown,1960.0
4328,Honoré Daumier,Print,1808.0,1879.0,Unknown,Museum of Modern Art,Male,No,French,Unknown,1800.0
4329,Honoré Sharrer,Drawing,1920.0,2009.0,Unknown,Museum of Modern Art,Female,No,American,Unknown,1920.0
4330,Hope Sandrow,Photograph,1951.0,0.0,Unknown,Whitney Museum of American Art,Female,No,American,White,1950.0
4331,Horace Bristol,Photograph,1908.0,1997.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1900.0
4332,Horace Brodzky,Print,1885.0,1969.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1880.0
4333,Horace M. Engle,Photograph,1861.0,1949.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1860.0
4334,Horace Pippin,Painting,1888.0,1946.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1880.0
4335,Horacio A. Butler,Drawing,1897.0,1983.0,Unknown,Museum of Modern Art,Male,No,Argentine,Unknown,1890.0
4336,Horacio Coppola,Photograph,1906.0,2012.0,Unknown,Museum of Modern Art,Male,No,Argentine,Unknown,1900.0
4337,Horia Damian,Painting,1922.0,0.0,Unknown,Museum of Modern Art,Male,No,French,Unknown,1920.0
4338,Horst Antes,Print,1936.0,0.0,Unknown,Museum of Modern Art,Male,No,German,Unknown,1930.0
4339,Horst B. Baerenz,Illustrated Book,1939.0,0.0,Unknown,Museum of Modern Art,Male,No,German,Unknown,1930.0
4340,Horst Eigen,Design,1942.0,0.0,Unknown,Museum of Modern Art,Male,No,German,Unknown,1940.0
4341,Horst Faas,Photograph,1933.0,2012.0,Unknown,Museum of Modern Art,Male,No,German,Unknown,1930.0
4342,Horst Hoheisel,Print,1944.0,0.0,Unknown,Museum of Modern Art,Male,No,German,Unknown,1940.0
4343,Horst Janssen,Print,1929.0,1995.0,Unknown,Museum of Modern Art,Male,No,German,Unknown,1920.0
4344,Horst P. Horst,Photograph,1906.0,1999.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1900.0
4345,Horst-Egon Kalinowski,Sculpture,1924.0,2013.0,Unknown,Museum of Modern Art,Male,No,German,Unknown,1920.0
4349,Howard Chandler Christy,Design,1872.0,1952.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1870.0
4350,Howard Cook,Print,1901.0,1980.0,Unknown,Dallas Museum of Art,Male,No,American,White,1900.0
4351,Howard Dearstyne,Photograph,1903.0,1978.0,Unknown,Art Institute of Chicago,Male,No,American,White,1900.0
4352,Howard Finster,Print,1916.0,2001.0,Unknown,High Museum of Art,Male,No,American,White,1910.0
4353,Howard Giles,Design,1876.0,1955.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1870.0
4354,Howard Head,Design,1914.0,1991.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1910.0
4356,Howard Hodgkin,Painting,1932.0,2017.0,Unknown,Museum of Modern Art,Male,No,British,Unknown,1930.0
4357,Howard Mehring,Painting,1931.0,1978.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1930.0
4358,Howard S. Leight,Design,1940.0,0.0,Unknown,Museum of Modern Art,Unknown,No,American,Unknown,1940.0
4359,Howard Scott Warshaw,Design,1957.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1950.0
4360,Howard Smagula,Print,1942.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1940.0
4361,Howard Sochurek,Photograph,1924.0,1994.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1920.0
4362,Howardena Pindell,Print,1943.0,0.0,Unknown,Museum of Modern Art,Female,No,American,Unknown,1940.0
4363,Hoy Cheong,Print,1960.0,0.0,Unknown,Museum of Modern Art,Male,No,Malaysian,Unknown,1960.0
4366,Huang Yan,Photograph,1966.0,0.0,Unknown,Museum of Modern Art,Male,No,Chinese,Unknown,1960.0
4367,Huang Yong Ping,Sculpture,1954.0,2019.0,Unknown,Museum of Modern Art,Male,No,French,Unknown,1950.0
4368,Hubert Dalwood,Sculpture,1924.0,1976.0,Unknown,Museum of Modern Art,Male,No,British,Unknown,1920.0
4369,Hubert Hilscher,Design,1924.0,1999.0,Unknown,Museum of Modern Art,Male,No,Polish,Unknown,1920.0
4370,Hubert Kiecol,Print,1950.0,0.0,Unknown,Museum of Modern Art,Male,No,German,Unknown,1950.0
4371,Hubert Lobnig,Print,1962.0,0.0,Unknown,Museum of Modern Art,Male,No,Austrian,Unknown,1960.0
4372,Hubert Schmalix,Print,1952.0,0.0,Unknown,Museum of Modern Art,Male,No,Austrian,Unknown,1950.0
4373,Hubertus von Pilgrim,Print,1931.0,0.0,Unknown,Museum of Modern Art,Male,No,German,Unknown,1930.0
4375,Hugh Merrill,Print,1949.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1940.0
4376,Hugh O'Donnell,Drawing,1950.0,0.0,Unknown,Museum of Modern Art,Male,No,British,Unknown,1950.0
4377,Hugh Townley,Print,1923.0,2008.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1920.0
4378,Hugh W. Diamond,Photograph,1809.0,1886.0,Unknown,Museum of Modern Art,Male,No,British,Unknown,1800.0
4379,Hugo Arapé,Print,1942.0,0.0,Unknown,Museum of Modern Art,Male,No,Venezuelan,Unknown,1940.0
4381,Hugo Erfurth,Photograph,1874.0,1948.0,Unknown,Museum of Modern Art,Male,No,German,Unknown,1870.0
4382,Hugo Gellert,Illustrated Book,1892.0,1985.0,Unknown,Whitney Museum of American Art,Male,No,American,Unknown,1890.0
4383,Hugo Henneberg,Photograph,1863.0,1918.0,Unknown,Museum of Modern Art,Male,No,Austrian,Unknown,1860.0
4384,Hugo Herdeg,Design,1909.0,1953.0,Unknown,Museum of Modern Art,Male,No,Swiss,Unknown,1900.0
4385,Hugo Häring,Architecture,1882.0,1958.0,Unknown,Museum of Modern Art,Male,No,German,Unknown,1880.0
4386,Hugo Leven,Design,1874.0,1956.0,Unknown,Museum of Modern Art,Male,No,German,Unknown,1870.0
4387,Hugo Robus,Drawing,1885.0,1964.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1880.0
4388,Hugo Summerville,Photograph,1885.0,1948.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1880.0
4389,Hugo Suter,Illustrated Book,1943.0,0.0,Unknown,Museum of Modern Art,Male,No,Swiss,Unknown,1940.0
4390,Hugo Weber,Print,1918.0,1971.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1910.0
4391,Hugo van Werden,Photograph,1836.0,1911.0,Unknown,Museum of Modern Art,Male,No,German,Unknown,1830.0
4393,Huguette Caland,Painting,1931.0,2019.0,Unknown,Museum of Modern Art,Female,No,Lebanese,Unknown,1930.0
4394,Huguette Franco,Print,1944.0,0.0,Unknown,Museum of Modern Art,Female,No,French,Unknown,1940.0
4395,Hulda Robbins,Print,1910.0,2010.0,Unknown,Museum of Modern Art,Female,No,American,Unknown,1910.0
4396,Hulleah J. Tsinhnahjinnie,Photograph,1954.0,0.0,Unknown,Museum of Modern Art,Female,No,Native American,Unknown,1950.0
4397,Huma Bhabha,Sculpture,1962.0,0.0,Unknown,Museum of Modern Art,Female,No,American,Unknown,1960.0
4398,Humberto Jaimes Sanchez,Print,1930.0,2003.0,Unknown,Museum of Modern Art,Male,No,Venezuelan,Unknown,1930.0
4400,Humberto Rivas,Drawing,1937.0,2009.0,Unknown,Museum of Modern Art,Male,No,Argentine,Unknown,1930.0
4401,Humphrey Jennings,Photograph,1907.0,1950.0,Unknown,Museum of Modern Art,Male,No,British,Unknown,1900.0
4402,Hundertwasser (Friedrich Stowasser),Design,1928.0,2000.0,Unknown,Museum of Modern Art,Male,No,Austrian,Unknown,1920.0
4403,Hung Liu,Painting,1948.0,2021.0,Unknown,Denver Art Museum,Female,No,American,Asian,1940.0
4404,Hurvin Anderson,Drawing,1965.0,0.0,Unknown,Museum of Modern Art,Male,No,British,Unknown,1960.0
4405,Hutzler Manufacturing Co.,Design,1938.0,0.0,Unknown,Museum of Modern Art,Unknown,No,American,Unknown,1930.0
4406,Hyman Bloom,Painting,1913.0,2009.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1910.0
4408,Hân Pham,Design,1971.0,0.0,Unknown,Museum of Modern Art,Female,No,Danish,Unknown,1970.0
4409,Héctor Basaldua,Drawing,1895.0,1976.0,Unknown,Museum of Modern Art,Male,No,Argentine,Unknown,1890.0
4410,Héctor Fuenmayor,Installation,1949.0,0.0,Unknown,Museum of Modern Art,Male,No,Venezuelan,Unknown,1940.0
4411,Héctor García,Photograph,1923.0,2012.0,Unknown,Museum of Modern Art,Male,No,Mexican,Unknown,1920.0
4413,Hélène Delprat,Illustrated Book,1957.0,0.0,Unknown,Museum of Modern Art,Female,No,German,Unknown,1950.0
4415,Hüseyin Bahri Alptekin,Sculpture,1957.0,2007.0,Unknown,Museum of Modern Art,Male,No,Turkish,Unknown,1950.0
4416,I. G. Pinlats,Design,1901.0,0.0,Unknown,Museum of Modern Art,Unknown,No,Spanish,Unknown,1900.0
4419,IBM Corporation,Design,1911.0,0.0,Unknown,Museum of Modern Art,Unknown,No,American,Unknown,1910.0
4420,IMEC,Design,1984.0,0.0,Unknown,Museum of Modern Art,Unknown,No,Belgian,Unknown,1980.0
4421,IRWIN,Print,1983.0,0.0,Unknown,Museum of Modern Art,Unknown,No,Slovenian,Unknown,1980.0
4423,Iain Baxter&,Print,1936.0,1936.0,Unknown,Museum of Modern Art,Male,No,Canadian,Unknown,1930.0
4424,Iain Sinclair,Design,1943.0,0.0,Unknown,Museum of Modern Art,Male,No,British,Unknown,1940.0
4425,Iakov Chernikhov,Illustrated Book,1889.0,1951.0,Unknown,Museum of Modern Art,Male,No,Russian,Unknown,1880.0
4426,Ian (Hugh Guiler) Hugo,Print,1898.0,1985.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1890.0
4427,Ian Breakwell,Video,1943.0,2005.0,Unknown,Museum of Modern Art,Male,No,British,Unknown,1940.0
4428,Ian Burn,Illustrated Book,1939.0,1993.0,Unknown,Museum of Modern Art,Male,No,Australian,Unknown,1930.0
4429,Ian Cheng,Digital,1984.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1980.0
4430,Ian Colverson,Print,1940.0,0.0,Unknown,Museum of Modern Art,Male,No,British,Unknown,1940.0
4431,Ian Davenport,Print,1966.0,0.0,Unknown,Museum of Modern Art,Male,No,Unknown,Unknown,1960.0
4432,Ian Hamilton Finlay,Print,1925.0,2006.0,Unknown,Museum of Modern Art,Male,No,British,Unknown,1920.0
4435,Ian Stuart,Sculpture,1926.0,0.0,Unknown,Museum of Modern Art,Male,No,Irish,Unknown,1920.0
4436,Ian Wallace,Photograph,1943.0,0.0,Unknown,Museum of Contemporary Art,Male,No,Canadian,White,1940.0
4437,Ian Wilson,Ephemera,1940.0,2020.0,Unknown,Museum of Modern Art,Male,No,British,Unknown,1940.0
4438,Iaroslav Serpan,Painting,1922.0,1976.0,Unknown,Museum of Modern Art,Male,No,French,Unknown,1920.0
4439,Ibi Trier Mørch,Design,1910.0,1980.0,Unknown,Museum of Modern Art,Male,No,Danish,Unknown,1910.0
4442,Ibram Lassaw,Sculpture,1913.0,2003.0,Unknown,Yale University Art Gallery,Male,No,American,White,1910.0
4443,Ida Applebroog,Painting,1929.0,2023.0,Unknown,Rhode Island School of Design Museum,Female,No,American,White,1920.0
4444,Ida E. Fischer,Painting,1883.0,1956.0,Unknown,Museum of Modern Art,Female,No,American,Unknown,1880.0
4447,Idelle L. Feinberg,Drawing,1932.0,0.0,Unknown,Museum of Modern Art,Female,No,American,Unknown,1930.0
4448,Idelle Weber,Multiple,1932.0,2020.0,Unknown,Whitney Museum of American Art,Female,No,American,White,1930.0
4449,Igael Tumarkin,Drawing,1933.0,0.0,Unknown,Museum of Modern Art,Male,No,Israeli,Unknown,1930.0
4450,Igildo Biesele,Design,1930.0,0.0,Unknown,Museum of Modern Art,Male,No,Swiss,Unknown,1930.0
4451,Ignazio Gardella,Design,1905.0,1999.0,Unknown,Museum of Modern Art,Male,No,Italian,Unknown,1900.0
4453,Igor Moukhin,Photograph,1961.0,0.0,Unknown,Museum of Modern Art,Male,No,Russian,Unknown,1960.0
4454,Igor' Terent'ev,Illustrated Book,1892.0,1937.0,Unknown,Museum of Modern Art,Male,No,Russian,Unknown,1890.0
4455,Ihei Kimura,Photograph,1901.0,1974.0,Unknown,Museum of Modern Art,Male,No,Japanese,Unknown,1900.0
4456,Ikeda Fumio (pen Name: Suijo),Drawing,1912.0,0.0,Unknown,Museum of Modern Art,Male,No,Japanese,Unknown,1910.0
4457,Ikko (Ikko Narahara),Photograph,1931.0,2020.0,Unknown,Museum of Modern Art,Male,No,Japanese,Unknown,1930.0
4458,Ikko Tanaka,Design,1930.0,2002.0,Unknown,Museum of Modern Art,Male,No,Japanese,Unknown,1930.0
4459,Il'ia Chashnik,Drawing,1902.0,1929.0,Unknown,Museum of Modern Art,Male,No,Russian,Unknown,1900.0
4460,Il'ia Mashkov,Illustrated Book,1881.0,1944.0,Unknown,Museum of Modern Art,Female,No,Russian,Unknown,1880.0
4462,Ilene Segalove,Photograph,1950.0,0.0,Unknown,Museum of Fine Arts Houston,Female,No,American,White,1950.0
4463,Ilia Zdanevich,Illustrated Book,1894.0,1974.0,Unknown,Museum of Modern Art,Male,No,Georgian,Unknown,1890.0
4464,Ilit Azoulay,Photograph,1972.0,0.0,Unknown,Museum of Modern Art,Female,No,Israeli,Unknown,1970.0
4465,Ilka Gedő,Drawing,1921.0,1985.0,Unknown,Museum of Modern Art,Female,No,Hungarian,Unknown,1920.0
4467,Ilse Bing,Photograph,1899.0,1998.0,Unknown,High Museum of Art,Female,No,American,White,1890.0
4468,Ilya Bolotowsky,Painting,1907.0,1981.0,Unknown,Art Institute of Chicago,Male,No,American,White,1900.0
4469,Ilya Kabakov,Print,1933.0,2023.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1930.0
4470,Imaginary Forces,Print,1996.0,0.0,Unknown,Museum of Modern Art,Unknown,No,American,Unknown,1990.0
4471,Iman Issa,Installation,1979.0,0.0,Unknown,Museum of Modern Art,Female,No,Egyptian,Unknown,1970.0
4472,Imi Knoebel,Print,1940.0,0.0,Unknown,Museum of Modern Art,Male,No,German,Unknown,1940.0
4473,Imogen Cunningham,Photograph,1883.0,1976.0,Unknown,Denver Art Museum,Female,No,American,White,1880.0
4474,Imre Kinszki,Photograph,1901.0,1945.0,Unknown,Museum of Modern Art,Male,No,Hungarian,Unknown,1900.0
4475,Inagaki Tomoo,Print,1902.0,1980.0,Unknown,Museum of Fine Art Boston,Male,No,Japanese,Asian,1900.0
4477,Inge Morath,Photograph,1923.0,2002.0,Unknown,Museum of Modern Art,Female,No,Austrian,Unknown,1920.0
4479,Ingeborg Gabriel,Drawing,1951.0,1996.0,Unknown,Museum of Modern Art,Female,No,German,Unknown,1950.0
4480,Ingeborg Strobl,Print,1949.0,0.0,Unknown,Museum of Modern Art,Female,No,Austrian,Unknown,1940.0
4481,Ingo Maurer,Design,1932.0,0.0,Unknown,Denver Art Museum,Male,No,German,White,1930.0
4483,Ingrid Calame,Drawing,1968.0,0.0,Unknown,Whitney Museum of American Art,Female,No,American,White,1960.0
4484,Inka Essenhigh,Drawing,1969.0,0.0,Unknown,Denver Art Museum,Female,No,American,Unknown,1960.0
4485,International Electrotechnical Commission (IEC),Design,1906.0,0.0,Unknown,Museum of Modern Art,Unknown,No,Swiss,Unknown,1900.0
4487,International News Photos Inc.,Photograph,1909.0,1958.0,Unknown,Museum of Modern Art,Unknown,No,American,Unknown,1900.0
4489,Ion Bitzan,Print,1924.0,1997.0,Unknown,Museum of Modern Art,Male,No,Romanian,Unknown,1920.0
4490,Ion Grigorescu,Photograph,1945.0,0.0,Unknown,Museum of Modern Art,Male,No,Romanian,Unknown,1940.0
4491,Ione Robinson,Drawing,1910.0,1989.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1910.0
4492,Iosef Chaikov,Illustrated Book,1888.0,1979.0,Unknown,Museum of Modern Art,Male,No,Unknown,Unknown,1880.0
4494,Ira Martin,Photograph,1886.0,1960.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1880.0
4495,Ira Nowinski,Photograph,1942.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1940.0
4497,Irene Aronson,Print,1918.0,0.0,Unknown,Museum of Modern Art,Female,No,American,Unknown,1910.0
4498,Irene Bayer-Hecht,Photograph,1898.0,1991.0,Unknown,Museum of Fine Arts Houston,Female,No,American,Unknown,1890.0
4499,Irene Delano,Design,1919.0,1982.0,Unknown,Museum of Modern Art,Female,No,American,Unknown,1910.0
4500,Irene Hoffmann,Photograph,1903.0,1971.0,Unknown,Museum of Modern Art,Female,No,German,Unknown,1900.0
4501,Irene Poon,Photograph,1941.0,0.0,Unknown,Museum of Modern Art,Female,No,American,Unknown,1940.0
4502,Irene Rice Pereira,Painting,1907.0,1971.0,Unknown,Museum of Modern Art,Female,No,American,Unknown,1900.0
4504,Irene Siegel,Print,1932.0,0.0,Unknown,Museum of Modern Art,Female,No,American,Unknown,1930.0
4505,Irina Rozovsky,Photograph,1981.0,0.0,Unknown,Museum of Modern Art,Female,No,American,Unknown,1980.0
4506,Irit Batsry,Video,1957.0,0.0,Unknown,Museum of Modern Art,Female,No,Israeli,Unknown,1950.0
4507,Irma Boom,Design,1960.0,0.0,Unknown,Museum of Modern Art,Female,No,Dutch,Unknown,1960.0
4508,Irving Amen,Print,1918.0,2011.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1910.0
4510,Irving Harper,Design,1916.0,2015.0,Unknown,San Francisco Museum of Modern Art,Male,No,American,White,1910.0
4511,Irving Kriesberg,Painting,1919.0,2009.0,Unknown,Detroit Institute of Arts,Male,No,American,White,1910.0
4512,Irving Penn,Photograph,1917.0,2009.0,Unknown,San Francisco Museum of Modern Art,Male,No,American,Unknown,1910.0
4513,Irving Petlin,Print,1934.0,0.0,Unknown,"Metropolitan Museum of Art, New York, NY",Male,No,American,White,1930.0
4514,Irving Rusinow,Photograph,1914.0,1990.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1910.0
4515,Irving Schott,Design,1891.0,1990.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1890.0
4516,Irwin B. Klein,Photograph,1933.0,1974.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1930.0
4518,Irwin Kremen,Drawing,1925.0,2020.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1920.0
4519,Isa Genzken,Drawing,1948.0,0.0,Unknown,Museum of Contemporary Art,Female,No,German,Unknown,1940.0
4522,Isaac Julien,Video,1960.0,0.0,Unknown,Museum of Modern Art,Male,No,British,Unknown,1960.0
4523,Isaac Lane Muse,Drawing,1906.0,1996.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1900.0
4524,Isabel Bishop,Print,1902.0,1988.0,Unknown,Dallas Museum of Art,Female,No,American,White,1900.0
4527,Isabelle Arthuis,Print,1969.0,0.0,Unknown,Museum of Modern Art,Female,No,Belgian,Unknown,1960.0
4528,Isaiah West Taber,Photograph,1830.0,1912.0,Unknown,San Francisco Museum of Modern Art,Male,No,American,White,1830.0
4529,Isami Doi,Print,1903.0,1965.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1900.0
4530,Isamu Kenmochi,Design,1912.0,1971.0,Unknown,Museum of Modern Art,Male,No,Japanese,Unknown,1910.0
4531,Isamu Noguchi,Design,1904.0,1988.0,Unknown,Yale University Art Gallery,Male,No,American,Asian,1900.0
4535,Isidoro Ocampo,Print,1910.0,1983.0,Hispanic,Rhode Island School of Design Museum,Male,No,Mexican,Unknown,1910.0
4536,Ismael González de la Serna,Illustrated Book,1898.0,1968.0,Unknown,Museum of Modern Art,Male,No,Spanish,Unknown,1890.0
4537,Israel Litwak,Painting,1867.0,1952.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1860.0
4539,Issey Miyake,Design,1938.0,0.0,Unknown,San Francisco Museum of Modern Art,Male,No,Japanese,Asian,1930.0
4541,István Kerny,Photograph,1879.0,1963.0,Unknown,Museum of Modern Art,Male,No,Hungarian,Unknown,1870.0
4542,István Orosz,Design,1951.0,0.0,Unknown,Museum of Modern Art,Male,No,Hungarian,Unknown,1950.0
4544,Italo Scanga,Print,1932.0,2001.0,Unknown,Rhode Island School of Design Museum,Male,No,American,White,1930.0
4545,Ithell Colquhoun,Illustrated Book,1906.0,1988.0,Unknown,Museum of Modern Art,Female,No,British,Unknown,1900.0
4548,Iurii Annenkov,Painting,1889.0,1974.0,Unknown,Museum of Modern Art,Male,No,Russian,Unknown,1880.0
4550,Ivan (Vial Williams) Vial,Print,1928.0,0.0,Unknown,Museum of Modern Art,Male,No,Chilean,Unknown,1920.0
4553,Ivan Chermayeff,Design,1932.0,2017.0,Unknown,Denver Art Museum,Male,No,American,White,1930.0
4554,Ivan Kliun,Painting,1878.0,1943.0,Unknown,Museum of Modern Art,Male,No,Russian,Unknown,1870.0
